============ generation 0 ===============
0 {'chromosome': '0100000101000100', 'fitness': 4}
14 {'chromosome': '0010010010101110', 'fitness': 11}
15 {'chromosome': '1010000010000110', 'fitness': 11}
16 {'chromosome': '1111001010001110', 'fitness': 11}
17 {'chromosome': '1010101110000001', 'fitness': 11}
18 {'chromosome': '1011000010100011', 'fitness': 11}
19 {'chromosome': '1011111110110010', 'fitness': 11}
20 {'chromosome': '0010101000001110', 'fitness': 12}
21 {'chromosome': '1100101010001110', 'fitness': 12}
22 {'chromosome': '1110011010100010', 'fitness': 12}
23 {'chromosome': '0010111010110010', 'fitness': 12}
24 {'chromosome': '1010010010100010', 'fitness': 12}
25 {'chromosome': '1110010010101010', 'fitness': 12}
26 {'chromosome': '1010101110000000', 'fitness': 12}
27 {'chromosome': '1010000000111010', 'fitness': 12}
28 {'chromosome': '1000001010001110', 'fitness': 12}
29 {'chromosome': '1011101010101101', 'fitness': 12}
30 {'chromosome': '1110010010101010', 'fitness': 12}
31 {'chromosome': '1010000010111110', 'fitness': 12}
32 {'chromosome': '1010010110101010', 'fitness': 12}
33 {'chromosome': '0010010010101010', 'fitness': 12}
34 {'chromosome': '1011101010000011', 'fitness': 12}
35 {'chromosome': '1010010110101010', 'fitness': 12}
36 {'chromosome': '1010111001101110', 'fitness': 12}
37 {'chromosome': '1011001010101001', 'fitness': 12}
38 {'chromosome': '1011101010000110', 'fitness': 12}
39 {'chromosome': '1010000000101011', 'fitness': 12}
40 {'chromosome': '1011000010100010', 'fitness': 12}
41 {'chromosome': '0010101010000110', 'fitness': 12}
42 {'chromosome': '1011101010101101', 'fitness': 12}
43 {'chromosome': '0010011000101010', 'fitness': 12}
44 {'chromosome': '1011010010101010', 'fitness': 12}
45 {'chromosome': '1110111110101010', 'fitness': 13}
46 {'chromosome': '1010100010111110', 'fitness': 13}
47 {'chromosome': '1000101010111000', 'fitness': 13}
48 {'chromosome': '0010001010101011', 'fitness': 13}
49 {'chromosome': '1010000011101010', 'fitness': 13}
50 {'chromosome': '1010001010001110', 'fitness': 13}
51 {'chromosome': '1010100010111110', 'fitness': 13}
52 {'chromosome': '0010101010001110', 'fitness': 13}
53 {'chromosome': '1010000011101010', 'fitness': 13}
54 {'chromosome': '1010111010110010', 'fitness': 13}
55 {'chromosome': '1000101000101110', 'fitness': 13}
56 {'chromosome': '1000101010001011', 'fitness': 13}
57 {'chromosome': '0010111110101010', 'fitness': 13}
58 {'chromosome': '1010111100101010', 'fitness': 13}
59 {'chromosome': '1011101010100011', 'fitness': 13}
60 {'chromosome': '1011101010001110', 'fitness': 13}
61 {'chromosome': '1010000000101010', 'fitness': 13}
62 {'chromosome': '0010101010001110', 'fitness': 13}
63 {'chromosome': '1010001010001011', 'fitness': 13}
64 {'chromosome': '1000101000101110', 'fitness': 13}
65 {'chromosome': '0011111010101010', 'fitness': 13}
66 {'chromosome': '1010101000001011', 'fitness': 13}
67 {'chromosome': '1110100010100010', 'fitness': 13}
68 {'chromosome': '1010101010001011', 'fitness': 14}
69 {'chromosome': '1010101110101110', 'fitness': 14}
70 {'chromosome': '1010111110101010', 'fitness': 14}
71 {'chromosome': '1010001010001010', 'fitness': 14}
72 {'chromosome': '1100101010101010', 'fitness': 14}
73 {'chromosome': '1010101010001110', 'fitness': 14}
74 {'chromosome': '1010000010101010', 'fitness': 14}
75 {'chromosome': '1011001010101010', 'fitness': 14}
76 {'chromosome': '0010101110101010', 'fitness': 14}
77 {'chromosome': '1111101010101010', 'fitness': 14}
78 {'chromosome': '0010101010001010', 'fitness': 14}
79 {'chromosome': '1010111110101010', 'fitness': 14}
80 {'chromosome': '1111101010101010', 'fitness': 14}
81 {'chromosome': '1010101000101110', 'fitness': 14}
82 {'chromosome': '1010000010101010', 'fitness': 14}
83 {'chromosome': '0010101010001010', 'fitness': 14}
84 {'chromosome': '1011101011101010', 'fitness': 14}
85 {'chromosome': '0010101011101010', 'fitness': 14}
86 {'chromosome': '1110101110101010', 'fitness': 14}
87 {'chromosome': '1100101010101010', 'fitness': 14}
88 {'chromosome': '1010101111101010', 'fitness': 14}
89 {'chromosome': '1110100010101010', 'fitness': 14}
90 {'chromosome': '0010101010001010', 'fitness': 14}
91 {'chromosome': '1010001010001010', 'fitness': 14}
92 {'chromosome': '1010111110101010', 'fitness': 14}
93 {'chromosome': '1011101010101010', 'fitness': 15}
94 {'chromosome': '1000101010101010', 'fitness': 15}
95 {'chromosome': '1011101010101010', 'fitness': 15}
96 {'chromosome': '0010101010101010', 'fitness': 15}
97 {'chromosome': '0010101010101010', 'fitness': 15}
98 {'chromosome': '1010001010101010', 'fitness': 15}
99 {'chromosome': '1011101010101010', 'fitness': 15}
============ generation 6 ===============
0 {'chromosome': '1111010010101110', 'fitness': 10}
1 {'chromosome': '0100111010001110', 'fitness': 10}
2 {'chromosome': '1010000000101101', 'fitness': 10}
3 {'chromosome': '0010101110101101', 'fitness': 11}
4 {'chromosome': '1000001000001110', 'fitness': 11}
5 {'chromosome': '1010101110000001', 'fitness': 11}
6 {'chromosome': '0010101110000000', 'fitness': 11}
7 {'chromosome': '1010000010110010', 'fitness': 12}
8 {'chromosome': '1010000010001011', 'fitness': 12}
9 {'chromosome': '1010000000101110', 'fitness': 12}
10 {'chromosome': '1000100010111110', 'fitness': 12}
11 {'chromosome': '1000001010001110', 'fitness': 12}
12 {'chromosome': '1011101010000011', 'fitness': 12}
13 {'chromosome': '1010000111101010', 'fitness': 12}
14 {'chromosome': '1111101010001110', 'fitness': 12}
15 {'chromosome': '1100101111101010', 'fitness': 12}
16 {'chromosome': '1010111010110110', 'fitness': 12}
17 {'chromosome': '1010111110100110', 'fitness': 12}
18 {'chromosome': '1010101010000110', 'fitness': 13}
19 {'chromosome': '0010001010101011', 'fitness': 13}
20 {'chromosome': '1110110010101010', 'fitness': 13}
21 {'chromosome': '1011101010001110', 'fitness': 13}
22 {'chromosome': '1010111100101010', 'fitness': 13}
23 {'chromosome': '0010101011101110', 'fitness': 13}
24 {'chromosome': '1110111110101010', 'fitness': 13}
25 {'chromosome': '1011101010000010', 'fitness': 13}
26 {'chromosome': '1011101010001110', 'fitness': 13}
27 {'chromosome': '1110101010001110', 'fitness': 13}
28 {'chromosome': '1010000000101010', 'fitness': 13}
29 {'chromosome': '1010001010111110', 'fitness': 13}
30 {'chromosome': '1010101010000110', 'fitness': 13}
31 {'chromosome': '1011101010111000', 'fitness': 13}
32 {'chromosome': '0010111010101110', 'fitness': 13}
33 {'chromosome': '0010111110101010', 'fitness': 13}
34 {'chromosome': '1110101110101011', 'fitness': 13}
35 {'chromosome': '0011111010101010', 'fitness': 13}
36 {'chromosome': '1010111100101010', 'fitness': 13}
37 {'chromosome': '1010001010100011', 'fitness': 13}
38 {'chromosome': '0010101010001110', 'fitness': 13}
39 {'chromosome': '1011111110101010', 'fitness': 13}
40 {'chromosome': '1010000011101010', 'fitness': 13}
41 {'chromosome': '1010001010111110', 'fitness': 13}
42 {'chromosome': '0010101010001110', 'fitness': 13}
43 {'chromosome': '0010101000101110', 'fitness': 13}
44 {'chromosome': '1010000011101010', 'fitness': 13}
45 {'chromosome': '1010101110111110', 'fitness': 13}
46 {'chromosome': '1010000010001010', 'fitness': 13}
47 {'chromosome': '1110101110101010', 'fitness': 14}
48 {'chromosome': '1110101110101010', 'fitness': 14}
49 {'chromosome': '1010101000101110', 'fitness': 14}
50 {'chromosome': '1010111110101010', 'fitness': 14}
51 {'chromosome': '1100101010101010', 'fitness': 14}
52 {'chromosome': '1010000010101010', 'fitness': 14}
53 {'chromosome': '1000101010001010', 'fitness': 14}
54 {'chromosome': '1010101010001110', 'fitness': 14}
55 {'chromosome': '1011001010101010', 'fitness': 14}
56 {'chromosome': '0010101010001010', 'fitness': 14}
57 {'chromosome': '1010111110101010', 'fitness': 14}
58 {'chromosome': '1010000010101010', 'fitness': 14}
59 {'chromosome': '1011101010001010', 'fitness': 14}
60 {'chromosome': '1100101010101010', 'fitness': 14}
61 {'chromosome': '1010101010001011', 'fitness': 14}
62 {'chromosome': '1000001010101010', 'fitness': 14}
63 {'chromosome': '0010101010101110', 'fitness': 14}
64 {'chromosome': '0011101010101010', 'fitness': 14}
65 {'chromosome': '1010001010001010', 'fitness': 14}
66 {'chromosome': '0010001010101010', 'fitness': 14}
67 {'chromosome': '1010000010101010', 'fitness': 14}
68 {'chromosome': '1010001010001010', 'fitness': 14}
69 {'chromosome': '1010101111101010', 'fitness': 14}
70 {'chromosome': '1010000010101010', 'fitness': 14}
71 {'chromosome': '1010111110101010', 'fitness': 14}
72 {'chromosome': '1010001010001010', 'fitness': 14}
73 {'chromosome': '1010001010001010', 'fitness': 14}
74 {'chromosome': '1000101000101010', 'fitness': 14}
75 {'chromosome': '1011001010101010', 'fitness': 14}
76 {'chromosome': '1010101111101010', 'fitness': 14}
77 {'chromosome': '1010100010101010', 'fitness': 15}
78 {'chromosome': '0010101010101010', 'fitness': 15}
79 {'chromosome': '1000101010101010', 'fitness': 15}
80 {'chromosome': '1010001010101010', 'fitness': 15}
81 {'chromosome': '1010101010001010', 'fitness': 15}
82 {'chromosome': '1010001010101010', 'fitness': 15}
83 {'chromosome': '1010101110101010', 'fitness': 15}
84 {'chromosome': '1010001010101010', 'fitness': 15}
85 {'chromosome': '1010101110101010', 'fitness': 15}
86 {'chromosome': '1011101010101010', 'fitness': 15}
87 {'chromosome': '1011101010101010', 'fitness': 15}
88 {'chromosome': '0010101010101010', 'fitness': 15}
89 {'chromosome': '1011101010101010', 'fitness': 15}
90 {'chromosome': '0010101010101010', 'fitness': 15}
91 {'chromosome': '1010111010101010', 'fitness': 15}
92 {'chromosome': '1011101010101010', 'fitness': 15}
93 {'chromosome': '1010001010101010', 'fitness': 15}
94 {'chromosome': '1010101010001010', 'fitness': 15}
95 {'chromosome': '1010101000101010', 'fitness': 15}
96 {'chromosome': '1011101010101010', 'fitness': 15}
97 {'chromosome': '1011101010101010', 'fitness': 15}
98 {'chromosome': '1010101110101010', 'fitness': 15}
99 {'chromosome': '1010101010101010', 'fitness': 16}
============ generation 7 ===============
0 {'chromosome': '1010000000000011', 'fitness': 10}
1 {'chromosome': '0010101110000000', 'fitness': 11}
2 {'chromosome': '1011101010000110', 'fitness': 12}
3 {'chromosome': '1100101111101010', 'fitness': 12}
4 {'chromosome': '1011101010000011', 'fitness': 12}
5 {'chromosome': '1010111100101010', 'fitness': 13}
6 {'chromosome': '0011101010101110', 'fitness': 13}
7 {'chromosome': '0010101010111110', 'fitness': 13}
8 {'chromosome': '1010000010101110', 'fitness': 13}
9 {'chromosome': '0010111110101010', 'fitness': 13}
10 {'chromosome': '1010101010001001', 'fitness': 13}
11 {'chromosome': '1110110010101010', 'fitness': 13}
12 {'chromosome': '1010001010001110', 'fitness': 13}
13 {'chromosome': '1010101110001110', 'fitness': 13}
14 {'chromosome': '1010000011101010', 'fitness': 13}
15 {'chromosome': '1010101000001011', 'fitness': 13}
16 {'chromosome': '1010101010000110', 'fitness': 13}
17 {'chromosome': '1010001010111110', 'fitness': 13}
18 {'chromosome': '1110101111101010', 'fitness': 13}
19 {'chromosome': '1010111100101010', 'fitness': 13}
20 {'chromosome': '1010000010001010', 'fitness': 13}
21 {'chromosome': '0010111010101110', 'fitness': 13}
22 {'chromosome': '1011101010001110', 'fitness': 13}
23 {'chromosome': '1011101010100011', 'fitness': 13}
24 {'chromosome': '1010000010101010', 'fitness': 14}
25 {'chromosome': '0010101000101010', 'fitness': 14}
26 {'chromosome': '0010101010101110', 'fitness': 14}
27 {'chromosome': '0010101110101010', 'fitness': 14}
28 {'chromosome': '1011001010101010', 'fitness': 14}
29 {'chromosome': '1010111110101010', 'fitness': 14}
30 {'chromosome': '1010101111101010', 'fitness': 14}
31 {'chromosome': '1010101111101010', 'fitness': 14}
32 {'chromosome': '1010001010001010', 'fitness': 14}
33 {'chromosome': '1011101010001010', 'fitness': 14}
34 {'chromosome': '1110101000101010', 'fitness': 14}
35 {'chromosome': '1010001010001010', 'fitness': 14}
36 {'chromosome': '1010000010101010', 'fitness': 14}
37 {'chromosome': '1011101010001010', 'fitness': 14}
38 {'chromosome': '1010000010101010', 'fitness': 14}
39 {'chromosome': '1000101010001010', 'fitness': 14}
40 {'chromosome': '1011101010101011', 'fitness': 14}
41 {'chromosome': '1010000010101010', 'fitness': 14}
42 {'chromosome': '1000101000101010', 'fitness': 14}
43 {'chromosome': '1010001010001010', 'fitness': 14}
44 {'chromosome': '1011001010101010', 'fitness': 14}
45 {'chromosome': '1010101000101110', 'fitness': 14}
46 {'chromosome': '1011101000101010', 'fitness': 14}
47 {'chromosome': '1011101010001010', 'fitness': 14}
48 {'chromosome': '1000001010101010', 'fitness': 14}
49 {'chromosome': '1110101010001010', 'fitness': 14}
50 {'chromosome': '1000101010101110', 'fitness': 14}
51 {'chromosome': '1010000010101010', 'fitness': 14}
52 {'chromosome': '1110101110101010', 'fitness': 14}
53 {'chromosome': '0010101010001010', 'fitness': 14}
54 {'chromosome': '1010101010001110', 'fitness': 14}
55 {'chromosome': '1010000010101010', 'fitness': 14}
56 {'chromosome': '1010001010001010', 'fitness': 14}
57 {'chromosome': '0011101010101010', 'fitness': 14}
58 {'chromosome': '1010101010001110', 'fitness': 14}
59 {'chromosome': '1010101000101010', 'fitness': 15}
60 {'chromosome': '1011101010101010', 'fitness': 15}
61 {'chromosome': '1010101010001010', 'fitness': 15}
62 {'chromosome': '1011101010101010', 'fitness': 15}
63 {'chromosome': '1010101110101010', 'fitness': 15}
64 {'chromosome': '0010101010101010', 'fitness': 15}
65 {'chromosome': '1011101010101010', 'fitness': 15}
66 {'chromosome': '0010101010101010', 'fitness': 15}
67 {'chromosome': '1000101010101010', 'fitness': 15}
68 {'chromosome': '0010101010101010', 'fitness': 15}
69 {'chromosome': '1010001010101010', 'fitness': 15}
70 {'chromosome': '1010101010001010', 'fitness': 15}
71 {'chromosome': '1011101010101010', 'fitness': 15}
72 {'chromosome': '1011101010101010', 'fitness': 15}
73 {'chromosome': '1010001010101010', 'fitness': 15}
74 {'chromosome': '1011101010101010', 'fitness': 15}
75 {'chromosome': '1010100010101010', 'fitness': 15}
76 {'chromosome': '1011101010101010', 'fitness': 15}
77 {'chromosome': '1010111010101010', 'fitness': 15}
78 {'chromosome': '1010001010101010', 'fitness': 15}
79 {'chromosome': '1011101010101010', 'fitness': 15}
80 {'chromosome': '0010101010101010', 'fitness': 15}
81 {'chromosome': '1010100010101010', 'fitness': 15}
82 {'chromosome': '1010001010101010', 'fitness': 15}
83 {'chromosome': '1010001010101010', 'fitness': 15}
84 {'chromosome': '1010001010101010', 'fitness': 15}
85 {'chromosome': '1010001010101010', 'fitness': 15}
86 {'chromosome': '1010101110101010', 'fitness': 15}
87 {'chromosome': '1010101010001010', 'fitness': 15}
88 {'chromosome': '1010101010001010', 'fitness': 15}
89 {'chromosome': '1011101010101010', 'fitness': 15}
90 {'chromosome': '1010100010101010', 'fitness': 15}
91 {'chromosome': '0010101010101010', 'fitness': 15}
92 {'chromosome': '1010101110101010', 'fitness': 15}
93 {'chromosome': '1011101010101010', 'fitness': 15}
94 {'chromosome': '1010001010101010', 'fitness': 15}
95 {'chromosome': '1010101010101010', 'fitness': 16}
96 {'chromosome': '1010101010101010', 'fitness': 16}
97 {'chromosome': '1010101010101010', 'fitness': 16}
98 {'chromosome': '1010101010101010', 'fitness': 16}
99 {'chromosome': '1010101010101010', 'fitness': 16}
============ generation 8 ===============
0 {'chromosome': '1010000000111110', 'fitness': 11}
1 {'chromosome': '1010000011100011', 'fitness': 11}
2 {'chromosome': '1010101010010110', 'fitness': 12}
3 {'chromosome': '0011101010001110', 'fitness': 12}
4 {'chromosome': '1100101111101010', 'fitness': 12}
5 {'chromosome': '1011101010100011', 'fitness': 13}
6 {'chromosome': '1011001110101010', 'fitness': 13}
7 {'chromosome': '1011101010001110', 'fitness': 13}
8 {'chromosome': '1011101010001110', 'fitness': 13}
9 {'chromosome': '1010000010101110', 'fitness': 13}
10 {'chromosome': '1010000010101110', 'fitness': 13}
11 {'chromosome': '1110101010111110', 'fitness': 13}
12 {'chromosome': '1110101110101110', 'fitness': 13}
13 {'chromosome': '0010111010101110', 'fitness': 13}
14 {'chromosome': '0011101010101010', 'fitness': 14}
15 {'chromosome': '1010000010101010', 'fitness': 14}
16 {'chromosome': '0010101010001010', 'fitness': 14}
17 {'chromosome': '1010001010101000', 'fitness': 14}
18 {'chromosome': '1010000010101010', 'fitness': 14}
19 {'chromosome': '1011101010101110', 'fitness': 14}
20 {'chromosome': '1011101010001010', 'fitness': 14}
21 {'chromosome': '1011001010101010', 'fitness': 14}
22 {'chromosome': '1010111110101010', 'fitness': 14}
23 {'chromosome': '1011101010001010', 'fitness': 14}
24 {'chromosome': '0010101110101010', 'fitness': 14}
25 {'chromosome': '0000101010101010', 'fitness': 14}
26 {'chromosome': '0010101000101010', 'fitness': 14}
27 {'chromosome': '1000101010101110', 'fitness': 14}
28 {'chromosome': '1011101010001010', 'fitness': 14}
29 {'chromosome': '0011101010101010', 'fitness': 14}
30 {'chromosome': '1110101000101010', 'fitness': 14}
31 {'chromosome': '1000101010001010', 'fitness': 14}
32 {'chromosome': '0011101010101010', 'fitness': 14}
33 {'chromosome': '1011101010001010', 'fitness': 14}
34 {'chromosome': '1010101111101010', 'fitness': 14}
35 {'chromosome': '0010101010101110', 'fitness': 14}
36 {'chromosome': '1011101110101010', 'fitness': 14}
37 {'chromosome': '1011101010001010', 'fitness': 14}
38 {'chromosome': '0010101110101010', 'fitness': 14}
39 {'chromosome': '1010001010101110', 'fitness': 14}
40 {'chromosome': '0011101010101010', 'fitness': 14}
41 {'chromosome': '1110101000101010', 'fitness': 14}
42 {'chromosome': '1010000010101010', 'fitness': 14}
43 {'chromosome': '0010101110101010', 'fitness': 14}
44 {'chromosome': '1010001010001010', 'fitness': 14}
45 {'chromosome': '1010000010101010', 'fitness': 14}
46 {'chromosome': '1011101010101010', 'fitness': 15}
47 {'chromosome': '0010101010101010', 'fitness': 15}
48 {'chromosome': '1010001010101010', 'fitness': 15}
49 {'chromosome': '1010100010101010', 'fitness': 15}
50 {'chromosome': '1010001010101010', 'fitness': 15}
51 {'chromosome': '1010101010001010', 'fitness': 15}
52 {'chromosome': '1010101010001010', 'fitness': 15}
53 {'chromosome': '1011101010101010', 'fitness': 15}
54 {'chromosome': '1011101010101010', 'fitness': 15}
55 {'chromosome': '1011101010101010', 'fitness': 15}
56 {'chromosome': '1011101010101010', 'fitness': 15}
57 {'chromosome': '1011101010101010', 'fitness': 15}
58 {'chromosome': '1010001010101010', 'fitness': 15}
59 {'chromosome': '1011101010101010', 'fitness': 15}
60 {'chromosome': '1010001010101010', 'fitness': 15}
61 {'chromosome': '1011101010101010', 'fitness': 15}
62 {'chromosome': '1000101010101010', 'fitness': 15}
63 {'chromosome': '1011101010101010', 'fitness': 15}
64 {'chromosome': '1010101110101010', 'fitness': 15}
65 {'chromosome': '1010001010101010', 'fitness': 15}
66 {'chromosome': '1010111010101010', 'fitness': 15}
67 {'chromosome': '1011101010101010', 'fitness': 15}
68 {'chromosome': '1010101010001010', 'fitness': 15}
69 {'chromosome': '1000101010101010', 'fitness': 15}
70 {'chromosome': '1010101010001010', 'fitness': 15}
71 {'chromosome': '1010001010101010', 'fitness': 15}
72 {'chromosome': '1010111010101010', 'fitness': 15}
73 {'chromosome': '0010101010101010', 'fitness': 15}
74 {'chromosome': '1010001010101010', 'fitness': 15}
75 {'chromosome': '1011101010101010', 'fitness': 15}
76 {'chromosome': '1010101010001010', 'fitness': 15}
77 {'chromosome': '1010100010101010', 'fitness': 15}
78 {'chromosome': '1010101010001010', 'fitness': 15}
79 {'chromosome': '1010101010001010', 'fitness': 15}
80 {'chromosome': '0010101010101010', 'fitness': 15}
81 {'chromosome': '0010101010101010', 'fitness': 15}
82 {'chromosome': '1011101010101010', 'fitness': 15}
83 {'chromosome': '1010100010101010', 'fitness': 15}
84 {'chromosome': '1011101010101010', 'fitness': 15}
85 {'chromosome': '1010001010101010', 'fitness': 15}
86 {'chromosome': '1010101010101010', 'fitness': 16}
87 {'chromosome': '1010101010101010', 'fitness': 16}
88 {'chromosome': '1010101010101010', 'fitness': 16}
89 {'chromosome': '1010101010101010', 'fitness': 16}
90 {'chromosome': '1010101010101010', 'fitness': 16}
91 {'chromosome': '1010101010101010', 'fitness': 16}
92 {'chromosome': '1010101010101010', 'fitness': 16}
93 {'chromosome': '1010101010101010', 'fitness': 16}
94 {'chromosome': '1010101010101010', 'fitness': 16}
95 {'chromosome': '1010101010101010', 'fitness': 16}
96 {'chromosome': '1010101010101010', 'fitness': 16}
97 {'chromosome': '1010101010101010', 'fitness': 16}
98 {'chromosome': '1010101010101010', 'fitness': 16}
99 {'chromosome': '1010101010101010', 'fitness': 16}
============ generation 9 ===============
0 {'chromosome': '0010101000001010', 'fitness': 13}
1 {'chromosome': '1100101110101010', 'fitness': 13}
2 {'chromosome': '0010101010001010', 'fitness': 14}
3 {'chromosome': '0011101010101010', 'fitness': 14}
4 {'chromosome': '1011101110101010', 'fitness': 14}
5 {'chromosome': '1011001010101010', 'fitness': 14}
6 {'chromosome': '1011101010100010', 'fitness': 14}
7 {'chromosome': '1010101011001010', 'fitness': 14}
8 {'chromosome': '0010101010101110', 'fitness': 14}
9 {'chromosome': '0010101110101010', 'fitness': 14}
10 {'chromosome': '0011101010101010', 'fitness': 14}
11 {'chromosome': '1110101000101010', 'fitness': 14}
12 {'chromosome': '1011101010001010', 'fitness': 14}
13 {'chromosome': '0010101110101010', 'fitness': 14}
14 {'chromosome': '1010000010101010', 'fitness': 14}
15 {'chromosome': '0011101010101010', 'fitness': 14}
16 {'chromosome': '0010101010101110', 'fitness': 14}
17 {'chromosome': '0011101010101010', 'fitness': 14}
18 {'chromosome': '0010101000101010', 'fitness': 14}
19 {'chromosome': '0011101010101010', 'fitness': 14}
20 {'chromosome': '0010101000101010', 'fitness': 14}
21 {'chromosome': '0010101000101010', 'fitness': 14}
22 {'chromosome': '1010001010001010', 'fitness': 14}
23 {'chromosome': '1010001010001010', 'fitness': 14}
24 {'chromosome': '1010000010101010', 'fitness': 14}
25 {'chromosome': '1010000010101010', 'fitness': 14}
26 {'chromosome': '1010001010101000', 'fitness': 14}
27 {'chromosome': '1011101010001010', 'fitness': 14}
28 {'chromosome': '1010101010101110', 'fitness': 15}
29 {'chromosome': '1010101110101010', 'fitness': 15}
30 {'chromosome': '1010101010001010', 'fitness': 15}
31 {'chromosome': '1010100010101010', 'fitness': 15}
32 {'chromosome': '1011101010101010', 'fitness': 15}
33 {'chromosome': '1011101010101010', 'fitness': 15}
34 {'chromosome': '1010101010001010', 'fitness': 15}
35 {'chromosome': '1010001010101010', 'fitness': 15}
36 {'chromosome': '1010001010101010', 'fitness': 15}
37 {'chromosome': '1110101010101010', 'fitness': 15}
38 {'chromosome': '1010111010101010', 'fitness': 15}
39 {'chromosome': '1010001010101010', 'fitness': 15}
40 {'chromosome': '0010101010101010', 'fitness': 15}
41 {'chromosome': '1010001010101010', 'fitness': 15}
42 {'chromosome': '1011101010101010', 'fitness': 15}
43 {'chromosome': '1010101010001010', 'fitness': 15}
44 {'chromosome': '1010101010001010', 'fitness': 15}
45 {'chromosome': '1000101010101010', 'fitness': 15}
46 {'chromosome': '0010101010101010', 'fitness': 15}
47 {'chromosome': '1010101010001010', 'fitness': 15}
48 {'chromosome': '1010101010001010', 'fitness': 15}
49 {'chromosome': '1010001010101010', 'fitness': 15}
50 {'chromosome': '1011101010101010', 'fitness': 15}
51 {'chromosome': '1010001010101010', 'fitness': 15}
52 {'chromosome': '1010101010101110', 'fitness': 15}
53 {'chromosome': '1010101010001010', 'fitness': 15}
54 {'chromosome': '1010101010001010', 'fitness': 15}
55 {'chromosome': '1011101010101010', 'fitness': 15}
56 {'chromosome': '1011101010101010', 'fitness': 15}
57 {'chromosome': '1011101010101010', 'fitness': 15}
58 {'chromosome': '1010100010101010', 'fitness': 15}
59 {'chromosome': '1011101010101010', 'fitness': 15}
60 {'chromosome': '1010001010101010', 'fitness': 15}
61 {'chromosome': '1010001010101010', 'fitness': 15}
62 {'chromosome': '1000101010101010', 'fitness': 15}
63 {'chromosome': '1010101010001010', 'fitness': 15}
64 {'chromosome': '1010101110101010', 'fitness': 15}
65 {'chromosome': '1011101010101010', 'fitness': 15}
66 {'chromosome': '1010100010101010', 'fitness': 15}
67 {'chromosome': '1011101010101010', 'fitness': 15}
68 {'chromosome': '1011101010101010', 'fitness': 15}
69 {'chromosome': '1010001010101010', 'fitness': 15}
70 {'chromosome': '1010101010001010', 'fitness': 15}
71 {'chromosome': '1000101010101010', 'fitness': 15}
72 {'chromosome': '1010101010001010', 'fitness': 15}
73 {'chromosome': '1000101010101010', 'fitness': 15}
74 {'chromosome': '1010001010101010', 'fitness': 15}
75 {'chromosome': '1010101010101010', 'fitness': 16}
76 {'chromosome': '1010101010101010', 'fitness': 16}
77 {'chromosome': '1010101010101010', 'fitness': 16}
78 {'chromosome': '1010101010101010', 'fitness': 16}
79 {'chromosome': '1010101010101010', 'fitness': 16}
80 {'chromosome': '1010101010101010', 'fitness': 16}
81 {'chromosome': '1010101010101010', 'fitness': 16}
82 {'chromosome': '1010101010101010', 'fitness': 16}
83 {'chromosome': '1010101010101010', 'fitness': 16}
84 {'chromosome': '1010101010101010', 'fitness': 16}
85 {'chromosome': '1010101010101010', 'fitness': 16}
86 {'chromosome': '1010101010101010', 'fitness': 16}
87 {'chromosome': '1010101010101010', 'fitness': 16}
88 {'chromosome': '1010101010101010', 'fitness': 16}
89 {'chromosome': '1010101010101010', 'fitness': 16}
90 {'chromosome': '1010101010101010', 'fitness': 16}
91 {'chromosome': '1010101010101010', 'fitness': 16}
92 {'chromosome': '1010101010101010', 'fitness': 16}
93 {'chromosome': '1010101010101010', 'fitness': 16}
94 {'chromosome': '1010101010101010', 'fitness': 16}
95 {'chromosome': '1010101010101010', 'fitness': 16}
96 {'chromosome': '1010101010101010', 'fitness': 16}
97 {'chromosome': '1010101010101010', 'fitness': 16}
98 {'chromosome': '1010101010101010', 'fitness': 16}
99 {'chromosome': '1010101010101010', 'fitness': 16}
============ generation 10 ===============
0 {'chromosome': '0011101010101010', 'fitness': 14}
1 {'chromosome': '1010101000100010', 'fitness': 14}
2 {'chromosome': '1010000010101010', 'fitness': 14}
3 {'chromosome': '0011101010101010', 'fitness': 14}
4 {'chromosome': '1110101010001010', 'fitness': 14}
5 {'chromosome': '0011101010101010', 'fitness': 14}
6 {'chromosome': '1010011010101010', 'fitness': 14}
7 {'chromosome': '1011101010101110', 'fitness': 14}
8 {'chromosome': '1011101010001010', 'fitness': 14}
9 {'chromosome': '0010101000101010', 'fitness': 14}
10 {'chromosome': '1011101010101010', 'fitness': 15}
11 {'chromosome': '1010001010101010', 'fitness': 15}
12 {'chromosome': '1011101010101010', 'fitness': 15}
13 {'chromosome': '1010101010001010', 'fitness': 15}
14 {'chromosome': '1011101010101010', 'fitness': 15}
15 {'chromosome': '1000101010101010', 'fitness': 15}
16 {'chromosome': '1011101010101010', 'fitness': 15}
17 {'chromosome': '1010100010101010', 'fitness': 15}
18 {'chromosome': '1010001010101010', 'fitness': 15}
19 {'chromosome': '1000101010101010', 'fitness': 15}
20 {'chromosome': '1010001010101010', 'fitness': 15}
21 {'chromosome': '1010101010001010', 'fitness': 15}
22 {'chromosome': '1000101010101010', 'fitness': 15}
23 {'chromosome': '1010101010001010', 'fitness': 15}
24 {'chromosome': '1000101010101010', 'fitness': 15}
25 {'chromosome': '1010111010101010', 'fitness': 15}
26 {'chromosome': '1010101010101110', 'fitness': 15}
27 {'chromosome': '1011101010101010', 'fitness': 15}
28 {'chromosome': '1010101010001010', 'fitness': 15}
